2025-06-09 02:22:07 | INFO     | app | main.py:23 | main() | Starting RAG in prod mode
2025-06-09 02:22:08 | DEBUG    | httpcore.connection | _trace.py:47 | trace() | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7c093198aa80>
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | send_request_headers.started request=<Request [b'GET']>
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | send_request_headers.complete
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | send_request_body.started request=<Request [b'GET']>
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | send_request_body.complete
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | receive_response_headers.started request=<Request [b'GET']>
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Mon, 09 Jun 2025 02:22:08 GMT'), (b'Content-Type', b'text/html; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'nginx/1.18.0'), (b'ContentType', b'application/json'), (b'Access-Control-Allow-Origin', b'*'), (b'Content-Encoding', b'gzip')])
2025-06-09 02:22:08 | INFO     | httpx | _client.py:1025 | _send_single_request() | HTTP Request: GET https://api.gradio.app/v3/tunnel-request "HTTP/1.1 200 OK"
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | receive_response_body.started request=<Request [b'GET']>
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | receive_response_body.complete
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | response_closed.started
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | response_closed.complete
2025-06-09 02:22:08 | DEBUG    | httpcore.connection | _trace.py:47 | trace() | close.started
2025-06-09 02:22:08 | DEBUG    | httpcore.connection | _trace.py:47 | trace() | close.complete
2025-06-09 02:22:08 | DEBUG    | httpcore.connection | _trace.py:47 | trace() | connect_tcp.started host='cdn-media.huggingface.co' port=443 local_address=None timeout=30 socket_options=None
2025-06-09 02:22:08 | DEBUG    | httpcore.connection | _trace.py:47 | trace() | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7c07d47097c0>
2025-06-09 02:22:08 | DEBUG    | httpcore.connection | _trace.py:47 | trace() | start_tls.started ssl_context=<ssl.SSLContext object at 0x7c07dc1aaf50> server_hostname='cdn-media.huggingface.co' timeout=30
2025-06-09 02:22:08 | DEBUG    | httpcore.connection | _trace.py:47 | trace() | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7c07d4709850>
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | send_request_headers.started request=<Request [b'GET']>
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | send_request_headers.complete
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | send_request_body.started request=<Request [b'GET']>
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | send_request_body.complete
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | receive_response_headers.started request=<Request [b'GET']>
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Content-Type', b'binary/octet-stream'), (b'Content-Length', b'11907224'), (b'Connection', b'keep-alive'), (b'Last-Modified', b'Fri, 30 Aug 2024 02:33:33 GMT'), (b'x-amz-server-side-encryption', b'AES256'), (b'Accept-Ranges', b'bytes'), (b'Server', b'AmazonS3'), (b'Date', b'Sun, 08 Jun 2025 07:14:16 GMT'), (b'ETag', b'"d962df6d33741b8c7b2bbd350ab2c455"'), (b'Vary', b'accept-encoding'), (b'X-Cache', b'Hit from cloudfront'), (b'Via', b'1.1 b521abc69f4dd055f355de798c5fb95a.cloudfront.net (CloudFront)'), (b'X-Amz-Cf-Pop', b'SEA900-P1'), (b'X-Amz-Cf-Id', b'bqZBv3Kpp87AoM0EoL07o7wPihBQaVMn0W0chndK-le3X-DvJ-c-ZQ=='), (b'Age', b'68881')])
2025-06-09 02:22:08 | INFO     | httpx | _client.py:1025 | _send_single_request() | HTTP Request: GET https://cdn-media.huggingface.co/frpc-gradio-0.3/frpc_linux_amd64 "HTTP/1.1 200 OK"
2025-06-09 02:22:08 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | receive_response_body.started request=<Request [b'GET']>
2025-06-09 02:22:09 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | receive_response_body.complete
2025-06-09 02:22:09 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | response_closed.started
2025-06-09 02:22:09 | DEBUG    | httpcore.http11 | _trace.py:47 | trace() | response_closed.complete
2025-06-09 02:22:09 | DEBUG    | httpcore.connection | _trace.py:47 | trace() | close.started
2025-06-09 02:22:09 | DEBUG    | httpcore.connection | _trace.py:47 | trace() | close.complete
2025-06-09 02:22:09 | DEBUG    | urllib3.connectionpool | connectionpool.py:289 | _get_conn() | Resetting dropped connection: huggingface.co
2025-06-09 02:22:09 | DEBUG    | urllib3.connectionpool | connectionpool.py:544 | _make_request() | https://huggingface.co:443 "HEAD /api/telemetry/gradio/launched HTTP/1.1" 200 0
2025-06-09 02:24:42 | DEBUG    | python_multipart.multipart | multipart.py:628 | callback() | Calling on_part_begin with no data
2025-06-09 02:24:42 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_header_field with data[57:76]
2025-06-09 02:24:42 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_header_value with data[78:173]
2025-06-09 02:24:42 | DEBUG    | python_multipart.multipart | multipart.py:628 | callback() | Calling on_header_end with no data
2025-06-09 02:24:42 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_header_field with data[175:187]
2025-06-09 02:24:42 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_header_value with data[189:204]
2025-06-09 02:24:42 | DEBUG    | python_multipart.multipart | multipart.py:628 | callback() | Calling on_header_end with no data
2025-06-09 02:24:42 | DEBUG    | python_multipart.multipart | multipart.py:628 | callback() | Calling on_headers_finished with no data
2025-06-09 02:24:42 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[208:1426]
2025-06-09 02:24:42 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[0:16000]
2025-06-09 02:24:42 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[0:16016]
2025-06-09 02:24:42 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[0:16000]
2025-06-09 02:24:42 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[0:16016]
2025-06-09 02:24:42 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[0:16000]
2025-06-09 02:24:43 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[0:16016]
2025-06-09 02:24:43 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[0:208]
2025-06-09 02:24:43 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[0:16000]
2025-06-09 02:24:43 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[0:16768]
2025-06-09 02:24:43 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[0:8949]
2025-06-09 02:24:43 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[0:7051]
2025-06-09 02:24:43 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[0:15056]
2025-06-09 02:24:43 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[0:1712]
2025-06-09 02:24:43 | DEBUG    | python_multipart.multipart | multipart.py:625 | callback() | Calling on_part_data with data[0:11714]
2025-06-09 02:24:43 | DEBUG    | python_multipart.multipart | multipart.py:628 | callback() | Calling on_part_end with no data
2025-06-09 02:24:43 | DEBUG    | python_multipart.multipart | multipart.py:628 | callback() | Calling on_end with no data
2025-06-09 02:24:48 | INFO     | app | helpers.py:36 | extract_message_content() | extract_message_content(message={'text': '', 'files': ['/tmp/gradio/5383c2122e0a395577d80fc57e42339a2dc69683778d976cf5ab7f71a3e90a07/Beejs Guide to C Programming 2025-pages-4 - selected.pdf']})
2025-06-09 02:24:48 | INFO     | app | helpers.py:45 | parse_history() | 0 messages in
2025-06-09 02:24:48 | INFO     | app | pipeline.py:67 | ask() | Query: , Files: ['/tmp/gradio/5383c2122e0a395577d80fc57e42339a2dc69683778d976cf5ab7f71a3e90a07/Beejs Guide to C Programming 2025-pages-4 - selected.pdf']
2025-06-09 02:24:48 | INFO     | app | indexing.py:32 | process_pdf() | Process PDF: /tmp/gradio/5383c2122e0a395577d80fc57e42339a2dc69683778d976cf5ab7f71a3e90a07/Beejs Guide to C Programming 2025-pages-4 - selected.pdf
2025-06-09 02:24:48 | INFO     | app | indexing.py:57 | process_pdf() | Extending chunks with context
2025-06-09 02:24:48 | DEBUG    | urllib3.connectionpool | connectionpool.py:1049 | _new_conn() | Starting new HTTPS connection (1): openaipublic.blob.core.windows.net:443
2025-06-09 02:24:48 | DEBUG    | urllib3.connectionpool | connectionpool.py:544 | _make_request() | https://openaipublic.blob.core.windows.net:443 "GET /encodings/cl100k_base.tiktoken HTTP/1.1" 200 1681126
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=4843 → tokens=1176
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=4841 → tokens=1157
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=4837 → tokens=1145
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=3864 → tokens=926
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=4543 → tokens=1159
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=4536 → tokens=1068
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=4252 → tokens=1007
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=3600 → tokens=978
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=3374 → tokens=866
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=3255 → tokens=832
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=2676 → tokens=678
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=1985 → tokens=540
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=2515 → tokens=762
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=4376 → tokens=1074
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=4372 → tokens=1099
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=3919 → tokens=949
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=3283 → tokens=963
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=2742 → tokens=771
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=2449 → tokens=820
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=3494 → tokens=1005
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=3154 → tokens=933
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=2972 → tokens=934
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=2113 → tokens=626
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=3053 → tokens=948
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=2274 → tokens=747
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=4043 → tokens=1038
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=4043 → tokens=1104
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=3256 → tokens=821
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=2929 → tokens=845
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=2031 → tokens=561
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:27 | count_tokens() | input length=473 → tokens=124
2025-06-09 02:24:49 | DEBUG    | app | helpers.py:28 | count_tokens() | cache hit=False
2025-06-09 02:25:53 | DEBUG    | app | indexing.py:80 | process_pdf() | Took: 64 secs.
2025-06-09 02:25:53 | DEBUG    | app | indexing.py:98 | process_pdf() | 31 chunks created
2025-06-09 02:25:53 | INFO     | app | vectordb.py:44 | insert() | Embedding 1 chunks.
2025-06-09 02:26:03 | DEBUG    | app | vectordb.py:68 | insert() | Finished emb 1 chunks in 10.298824548721313
2025-06-09 02:26:03 | INFO     | app | pipeline.py:100 | ask() | No query provided.
2025-06-09 02:26:17 | INFO     | app | helpers.py:36 | extract_message_content() | extract_message_content(message={'text': 'que es un puntero en C', 'files': []})
2025-06-09 02:26:17 | INFO     | app | helpers.py:45 | parse_history() | 3 messages in
2025-06-09 02:26:17 | INFO     | app | pipeline.py:67 | ask() | Query: que es un puntero en C, Files: []
2025-06-09 02:26:17 | INFO     | app | pipeline.py:223 | expand_query() | Expanding query: que es un puntero en C
2025-06-09 02:26:17 | DEBUG    | app | pipeline.py:226 | expand_query() | Prompt: 
Transforma esta pregunta del usuario en una versión más detallada para búsqueda documental.
<reglas>
1. Proporciona SOLO UNA pregunta expandida.
2. Nunca respondas la pregunta original.
3. Añade términos técnicos y contexto relevantes.
4. Mantén la intención original.
5. Longitud: 1-2 oraciones.
6. MANTENER EL IDIOMA ORIGINAL.
</reglas>
<ejemplo>
Original: "Qué causa la diabetes"
